accession,model,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,summary_file,paper_dir,paper_dir_size,relevant_accession_papers,relevant_accession_dir_size,host_paper_dir,host_paper_dir_size,relevant_host_papers,relevant_host_dir_size,duration,decision,nodes,timings,JSONDecodeError
YP_009509134,gemma4:e4b,Thermoproteus tenax virus 1,"{""uid"": ""1464311419"", ""accession"": ""YP_009509134"", ""title"": ""hypothetical protein D1T48_gp18 [Thermoproteus tenax virus 1]"", ""organism"": ""Thermoproteus tenax virus 1"", ""taxonId"": 10479, ""sequence_length"": 143, ""create_date"": ""2018/08/24"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|1464311419|ref|YP_009509134.1|"", ""strain"": ""KRA1""}",Thermoproteus tenax,species,"The text states, ""Three structural proteins, TP1, TP2 and TP3, of the virus TTV1 of the thermophilic archaebacterium Thermoproteus tenax strain Kra1 were mapped...""",,literature,True,thermophile,,"The majority of the papers (4 out of 5) explicitly state that the enzyme utilized originates from a 'hyperthermophilic archaeon' or is 'derived from a hyperthermophilic archaeon' (Papers 36125762, PMC6339583.1, 30206766, PMC7919099.1). Furthermore, these enzymes are consistently noted for their 'intrinsic thermostability' and optimal activity at high temperatures, such as 70–90 °C (Papers 36125762, PMC7919099.1, PMC5351780.1). While one paper mentions the use of *M. smegmatis* at 37 °C (mesophilic), this refers to the *model organism* for uptake studies, not the enzyme itself. The enzyme's inherent adaptation is clearly to high temperatures, classifying the enzyme source as thermophilic/hyperthermophilic.",,True,data/accessions/YP_009509134/summary/summary.txt,data/accessions/YP_009509134/library/accession_lit,1,[],0,data/accessions/YP_009509134/library/host_lit,5,"['36125762.txt', 'PMC6339583.1.txt', '30206766.txt', 'PMC7919099.1.txt', 'PMC5351780.1.txt']",5,258.21999999999997,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""ClassifyHostLiterature"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 3.89, ""ClassifyHostMetadata"": 2.29, ""ClassifyHostLiterature"": 2.59, ""FilterRelevantLiterature"": 2.45, ""FilterRelevantHostLiterature"": 106.17, ""ClassifySummary"": 6.53}",False
XJP07760,gemma4:e4b,Pseudoalteromonas phage vB_Psp_PY6,"{""uid"": ""2843361417"", ""accession"": ""XJP07760"", ""title"": ""terminase large subunit [Pseudoalteromonas phage vB_Psp_PY6]"", ""organism"": ""Pseudoalteromonas phage vB_Psp_PY6"", ""taxonId"": 3374930, ""sequence_length"": 660, ""create_date"": ""2025/05/15"", ""update_date"": ""2025/05/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2843361417|gb|XJP07760.1|"", ""host"": ""Pseudoalteromonas sp. YM19"", ""isolation_source"": ""seawater"", ""collection_date"": ""2023""}",Pseudoalteromonas sp. YM19,strain,The metadata explicitly states the 'host' as 'Pseudoalteromonas sp. YM19'.,,metadata,True,mesophile,,forced,,True,data/accessions/XJP07760/summary/summary.txt,data/accessions/XJP07760/library/accession_lit,0,[],0,data/accessions/XJP07760/library/host_lit,0,[],0,14.26,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifyThermalForced""]","{""CreateAccessionLibrary"": 6.94, ""ClassifyHostMetadata"": 2.22, ""FilterRelevantLiterature"": 0.0, ""FilterRelevantHostLiterature"": 0.0, ""SUMMARISELITERATURE"": 0.01, ""ClassifyThermalForced"": 4.58}",False
WMT83805,gemma4:e4b,Pseudoalteromonas phage proACA1-A,"{""uid"": ""2574021459"", ""accession"": ""WMT83805"", ""title"": ""integrase [Pseudoalteromonas phage proACA1-A]"", ""organism"": ""Pseudoalteromonas phage proACA1-A"", ""taxonId"": 3073886, ""sequence_length"": 357, ""create_date"": ""2023/09/11"", ""update_date"": ""2023/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2574021459|gb|WMT83805.1|"", ""host"": ""Pseudoalteromonas elyakovii HL-AS1"", ""isolation_source"": ""arctic sediment"", ""lat_lon"": ""73.640000 N 166.510000 W""}",Pseudoalteromonas elyakovii HL-AS1,strain,The metadata explicitly lists the 'host' as 'Pseudoalteromonas elyakovii HL-AS1'.,,metadata,True,mesophile,,"The papers present a mixed picture. PMC11324256.1.txt explicitly states optimal growth at 25 °C and ranges of 15–30 °C, which are classic mesophilic ranges. PMC12810386.1.txt describes a temperate environment (mean annual air temperature of $\approx 9.5^{\circ}\text{C}$), which is generally mesophilic. While two papers (41074344.txt and 38049269.txt) focus heavily on 4 °C storage, suggesting psychrotrophic activity, the most detailed and specific growth data (optimal 25 °C, range 15–30 °C) points towards a mesophilic classification for the novel isolates. Since the majority of the specific growth characterization points to this range, mesophile is the best overall classification, acknowledging the psychrotrophic potential seen in the spoilage studies.",,True,data/accessions/WMT83805/summary/summary.txt,data/accessions/WMT83805/library/accession_lit,5,['PMC12810386.1.txt'],0,data/accessions/WMT83805/library/host_lit,5,"['PMC12077203.1.txt', 'PMC11324256.1.txt', '41074344.txt', '38049269.txt']",4,347.54999999999995,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 22.46, ""ClassifyHostMetadata"": 2.28, ""FilterRelevantLiterature"": 116.4, ""FilterRelevantHostLiterature"": 73.46, ""ClassifySummary"": 6.84}",False
YP_009790355,gemma4:e4b,Shewanella phage SppYZU05,"{""uid"": ""1842002771"", ""accession"": ""YP_009790355"", ""title"": ""tail fiber protein [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 746, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002771|ref|YP_009790355.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",Shewanella putrefaciens,species,"The metadata contains the key 'lab_host' with the value 'Shewanella putrefaciens', which explicitly states the host organism.",,metadata,True,psychrophile,,"The primary environmental context and observed activity are related to 'chilled fresh fish fillets' and 'spoiled aquatic products,' with specific testing at '4°C' and '25°C'. The first paper explicitly mentions 'low-temperature preservation' and '10 days at 4°C'. The second paper confirms 'stability at 4°C' and 'superior cryostability at -18°C'. While one optimal growth temperature mentioned is 30°C (mesophilic range), the consistent focus on survival, inhibition, and spoilage modeling at 4°C and the overall context of chilled food strongly point towards psychrophilic relevance (organisms adapted to cold temperatures).",,True,data/accessions/YP_009790355/summary/summary.txt,data/accessions/YP_009790355/library/accession_lit,1,['30594742.txt'],0,data/accessions/YP_009790355/library/host_lit,5,['PMC13074001.1.txt'],1,130.57,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 3.68, ""ClassifyHostMetadata"": 2.31, ""FilterRelevantLiterature"": 3.84, ""FilterRelevantHostLiterature"": 52.49, ""ClassifySummary"": 4.41}",False
YP_006489335,gemma4:e4b,Colwellia phage 9A,"{""uid"": ""392973378"", ""accession"": ""YP_006489335"", ""title"": ""hypothetical protein COPG_00149, partial [Colwellia phage 9A]"", ""organism"": ""Colwellia phage 9A"", ""taxonId"": 765765, ""sequence_length"": 99, ""create_date"": ""2012/06/27"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|392973378|gnl|REF_CAMERA-phage|COPG_00149T0|ref|YP_006489335.1|"", ""strain"": ""9A"", ""lab_host"": ""Colwellia psychrerythaea strain 34H"", ""collection_date"": ""10-Dec-2002""}",Colwellia psychrerythaea strain 34H,strain,The metadata explicitly lists 'lab_host' as 'Colwellia psychrerythaea strain 34H'.,,metadata,True,psychrophile,,"The majority of the provided papers (PMC11858272.1, PMC6390093.1, PMC5718298.1, and 23224375.txt) explicitly state or strongly imply that the organisms or enzymes studied are adapted to cold environments. Key indicators include: 
1. **Explicit Classification:** Several summaries mention the organism is a ""psychrophilic $\gamma$-proteobacterium"" (PMC5718298.1) or the enzyme originates from an ""obligate psychrophile"" (PMC6390093.1).
2. **Temperature Ranges:** Growth/replication ranges are consistently low, such as ""-12 to 8 °C"" (23224375.txt), ""-1 °C to 10 °C"" (PMC5718298.1), or survival tests down to ""-36 °C"" (PMC11858272.1).
3. **Enzyme Activity:** Enzymes are described as ""cold-active"" (PMC6390093.1) or show adaptation to low temperatures.

While one paper (PMC5517026.1.txt) describes an enzyme with high thermostability ($T_m$ of 81°C), this is noted as an exception to the general trend, and the source organism itself is stated to be psychrophilic. Therefore, the overall consensus points strongly to psychrophilic adaptation.",,True,data/accessions/YP_006489335/summary/summary.txt,data/accessions/YP_006489335/library/accession_lit,1,['23224375.txt'],0,data/accessions/YP_006489335/library/host_lit,5,"['PMC5517026.1.txt', 'PMC5718298.1.txt', 'PMC11858272.1.txt', 'PMC6390093.1.txt']",4,352.65000000000003,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 4.77, ""ClassifyHostMetadata"": 2.44, ""FilterRelevantLiterature"": 2.05, ""FilterRelevantHostLiterature"": 179.03, ""ClassifySummary"": 9.06}",False
YP_009209738,gemma4:e4b,Polaribacter phage P12002L,"{""uid"": ""971756086"", ""accession"": ""YP_009209738"", ""title"": ""hypothetical protein AVT43_gp78 [Polaribacter phage P12002L]"", ""organism"": ""Polaribacter phage P12002L"", ""taxonId"": 1647386, ""sequence_length"": 109, ""create_date"": ""2016/01/05"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|971756086|gnl|REF_P12002L|P12002L_0078|ref|YP_009209738.1|"", ""old_name"": ""Polaribacter bacteriophage P12002L"", ""country"": ""South Korea"", ""isolation_source"": ""seawater""}", Polaribacter sp. strain IMCC12002,strain,"The text explicitly states: ""Here, we describe the isolation and genome sequencing of two lytic siphophages, P12002L and P12002S, that infect Polaribacter sp. strain IMCC12002."" Additionally, under the 'Virus information' section, it states: ""P12002L and P12002S are lytic phages that infect the bacterial strain Polaribacter sp. IMCC12002."" And in the 'Conclusion' section: ""P12002L and P12002S, two lytic siphophages isolated from coastal seawater of Korea, infect Polaribacter sp. strain IMCC12002...""",,literature,True,mesophile,,"The optimal growth temperature and all tested incubation conditions were at 20 °C. While 20 °C is often considered near the upper limit of psychrophilic activity, it falls squarely within the typical range for mesophilic organisms (generally 20–45 °C). Since no evidence points to growth at significantly lower temperatures (psychrophile) or significantly higher temperatures (thermophile), the most appropriate general classification based on the tested conditions is mesophile. The source is coastal seawater, which supports mesophilic life forms.",,True,data/accessions/YP_009209738/summary/summary.txt,data/accessions/YP_009209738/library/accession_lit,1,['PMC4615864.1.txt'],0,data/accessions/YP_009209738/library/host_lit,1,['PMC4615864.1.txt'],1,104.08,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""ClassifyHostLiterature"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 9.76, ""ClassifyHostMetadata"": 2.34, ""ClassifyHostLiterature"": 18.99, ""FilterRelevantLiterature"": 17.78, ""FilterRelevantHostLiterature"": 17.27, ""ClassifySummary"": 3.84}",False
WMT83702,gemma4:e4b,Pseudoalteromonas phage ACA1,"{""uid"": ""2574021352"", ""accession"": ""WMT83702"", ""title"": ""integrase [Pseudoalteromonas phage ACA1]"", ""organism"": ""Pseudoalteromonas phage ACA1"", ""taxonId"": 3073884, ""sequence_length"": 357, ""create_date"": ""2023/09/11"", ""update_date"": ""2023/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2574021352|gb|WMT83702.1|"", ""host"": ""Pseudoalteromonas elyakovii HL-AS1"", ""isolation_source"": ""arctic sediment"", ""lat_lon"": ""74.300000 N 167.650000 W""}",Pseudoalteromonas elyakovii HL-AS1,strain,The metadata explicitly states the 'host' as 'Pseudoalteromonas elyakovii HL-AS1'.,,metadata,True,psychrophile,,"The majority of the papers (PMC10612066.1.txt, 41074344.txt, and 38049269.txt) focus heavily on isolation, survival, or activity under very low temperatures (1–4 °C, or cold-active phages). PMC10612066.1.txt explicitly mentions 'cold-active phages' and 'psychrophilic conditions.' PMC10612066.1.txt also notes the host bacteria are 'psychrotolerant.' PMC11324256.1.txt suggests mesophilic growth (optimal 25°C, range 15–30°C) but is sourced from marine environments, which often harbor psychrophiles. However, the repeated emphasis on 1–4°C incubation/storage conditions in three separate papers strongly biases the overall conclusion towards psychrophilic adaptation, even if some papers show mesophilic optima.",,True,data/accessions/WMT83702/summary/summary.txt,data/accessions/WMT83702/library/accession_lit,1,['PMC10612066.1.txt'],0,data/accessions/WMT83702/library/host_lit,5,"['PMC12077203.1.txt', 'PMC11324256.1.txt', '41074344.txt', '38049269.txt']",4,260.73,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 13.42, ""ClassifyHostMetadata"": 2.31, ""FilterRelevantLiterature"": 33.64, ""FilterRelevantHostLiterature"": 73.48, ""ClassifySummary"": 7.02}",False
WMT83700,gemma4:e4b,Pseudoalteromonas phage ACA1,"{""uid"": ""2574021350"", ""accession"": ""WMT83700"", ""title"": ""cell puncturing device [Pseudoalteromonas phage ACA1]"", ""organism"": ""Pseudoalteromonas phage ACA1"", ""taxonId"": 3073884, ""sequence_length"": 317, ""create_date"": ""2023/09/11"", ""update_date"": ""2023/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2574021350|gb|WMT83700.1|"", ""host"": ""Pseudoalteromonas elyakovii HL-AS1"", ""isolation_source"": ""arctic sediment"", ""lat_lon"": ""74.300000 N 167.650000 W""}",Pseudoalteromonas elyakovii HL-AS1,strain,The metadata explicitly lists the 'host' as 'Pseudoalteromonas elyakovii HL-AS1'.,,metadata,True,psychrophile,,"The majority of the papers (PMC10612066.1.txt, 41074344.txt, and 38049269.txt) focus heavily on isolation, survival, or activity under very low temperatures (1–4 °C, or cold-active phages). PMC10612066.1.txt explicitly mentions 'cold-active phages' and 'psychrophilic conditions.' PMC10612066.1.txt also notes the host bacteria are 'psychrotolerant.' PMC11324256.1.txt suggests mesophilic growth (optimal 25°C, range 15–30°C) but is sourced from marine environments, which often harbor psychrophiles. However, the repeated emphasis on 1–4°C incubation/storage conditions in three separate papers strongly biases the overall conclusion towards psychrophilic adaptation, even if some papers show mesophilic optima.",,True,data/accessions/WMT83700/summary/summary.txt,data/accessions/WMT83700/library/accession_lit,1,['PMC10612066.1.txt'],0,data/accessions/WMT83700/library/host_lit,5,"['PMC12077203.1.txt', 'PMC11324256.1.txt', '41074344.txt', '38049269.txt']",4,257.69,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 10.21, ""ClassifyHostMetadata"": 2.31, ""FilterRelevantLiterature"": 33.64, ""FilterRelevantHostLiterature"": 73.54, ""ClassifySummary"": 7.04}",False
YP_009790354,gemma4:e4b,Shewanella phage SppYZU05,"{""uid"": ""1842002770"", ""accession"": ""YP_009790354"", ""title"": ""hypothetical protein HOR75_gp68 [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 134, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002770|ref|YP_009790354.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",Shewanella putrefaciens,species,"The metadata contains the key 'lab_host' with the value 'Shewanella putrefaciens', which explicitly states the host organism.",,metadata,True,psychrophile,,"The primary environmental context and observed activity are related to 'chilled fresh fish fillets' and 'spoiled aquatic products,' with specific testing at '4°C' and '25°C'. The first paper explicitly mentions 'low-temperature preservation' and '10 days at 4°C'. The second paper confirms 'stability at 4°C' and 'superior cryostability at -18°C'. While one optimal growth temperature mentioned is 30°C (mesophilic range), the consistent focus on survival, inhibition, and spoilage modeling at 4°C and the overall context of chilled food strongly point towards psychrophilic relevance (organisms adapted to cold temperatures).",,True,data/accessions/YP_009790354/summary/summary.txt,data/accessions/YP_009790354/library/accession_lit,1,['30594742.txt'],0,data/accessions/YP_009790354/library/host_lit,5,['PMC13074001.1.txt'],1,131.95999999999998,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 3.92, ""ClassifyHostMetadata"": 2.33, ""FilterRelevantLiterature"": 3.86, ""FilterRelevantHostLiterature"": 52.28, ""ClassifySummary"": 4.41}",False
YP_009790351,gemma4:e4b,Shewanella phage SppYZU05,"{""uid"": ""1842002767"", ""accession"": ""YP_009790351"", ""title"": ""endolysin [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 122, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002767|ref|YP_009790351.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",Shewanella putrefaciens,species,The metadata explicitly contains the key 'lab_host' with the value 'Shewanella putrefaciens'.,,metadata,True,psychrophile,,"The primary environmental context and observed activity are related to 'chilled fresh fish fillets' and 'spoiled aquatic products,' with specific testing at '4°C' and '25°C'. The first paper explicitly mentions 'low-temperature preservation' and '10 days at 4°C'. The second paper confirms 'stability at 4°C' and 'superior cryostability at -18°C'. While one optimal growth temperature mentioned is 30°C (mesophilic range), the consistent focus on survival, inhibition, and spoilage modeling at 4°C and the overall context of chilled food strongly point towards psychrophilic relevance (organisms adapted to cold temperatures).",,True,data/accessions/YP_009790351/summary/summary.txt,data/accessions/YP_009790351/library/accession_lit,1,['30594742.txt'],0,data/accessions/YP_009790351/library/host_lit,5,['PMC13074001.1.txt'],1,129.79,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 3.36, ""ClassifyHostMetadata"": 2.24, ""FilterRelevantLiterature"": 3.85, ""FilterRelevantHostLiterature"": 52.19, ""ClassifySummary"": 4.42}",False
YP_009790347,gemma4:e4b,Shewanella phage SppYZU05,"{""uid"": ""1842002763"", ""accession"": ""YP_009790347"", ""title"": ""RNA polymerase [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 527, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002763|ref|YP_009790347.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",Shewanella putrefaciens,species,"The metadata contains the key 'lab_host' with the value 'Shewanella putrefaciens', which explicitly states the host organism.",,metadata,True,psychrophile,,"The primary environmental context and observed activity are related to 'chilled fresh fish fillets' and 'spoiled aquatic products,' with specific testing at '4°C' and '25°C'. The first paper explicitly notes 'significant reduction in bacterial counts observed after 10 days at 4°C' in the context of chilled storage. While one paper mentions an 'optimal growth temperature' of 30°C, the overall theme and the most consistently emphasized low-temperature performance (4°C, chilled storage) strongly point towards psychrophilic relevance. The survival range also includes 4°C and -18°C, which are characteristic of psychrophiles or psychrotrophs, but the focus on spoilage in chilled food solidifies the psychrophilic inference.",,True,data/accessions/YP_009790347/summary/summary.txt,data/accessions/YP_009790347/library/accession_lit,1,['30594742.txt'],0,data/accessions/YP_009790347/library/host_lit,5,['PMC13074001.1.txt'],1,131.97,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 4.78, ""ClassifyHostMetadata"": 2.32, ""FilterRelevantLiterature"": 3.85, ""FilterRelevantHostLiterature"": 52.18, ""ClassifySummary"": 4.7}",False
YP_009790336,gemma4:e4b,Shewanella phage SppYZU05,"{""uid"": ""1842002752"", ""accession"": ""YP_009790336"", ""title"": ""GTP binding protein [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 142, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002752|ref|YP_009790336.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",Shewanella putrefaciens,species,"The metadata contains the key 'lab_host' with the value 'Shewanella putrefaciens', which explicitly states the host organism.",,metadata,True,psychrophile,,"The primary environmental context and observed activity are related to 'chilled fresh fish fillets' and 'spoiled aquatic products,' with specific testing at '4°C' and '25°C'. The first paper explicitly mentions 'low-temperature preservation' and '10 days at 4°C'. The second paper confirms 'stability at 4°C' and 'superior cryostability at -18°C'. While one optimal growth temperature mentioned is 30°C (mesophilic range), the consistent focus on survival, inhibition, and spoilage modeling at 4°C and the overall context of chilled food strongly point towards psychrophilic relevance (organisms adapted to cold temperatures).",,True,data/accessions/YP_009790336/summary/summary.txt,data/accessions/YP_009790336/library/accession_lit,1,['30594742.txt'],0,data/accessions/YP_009790336/library/host_lit,5,['PMC13074001.1.txt'],1,130.77999999999997,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 4.45, ""ClassifyHostMetadata"": 2.31, ""FilterRelevantLiterature"": 3.83, ""FilterRelevantHostLiterature"": 52.19, ""ClassifySummary"": 4.41}",False
YP_009008887,gemma4:e4b,Shewanella phage Spp001,"{""uid"": ""589892517"", ""accession"": ""YP_009008887"", ""title"": ""tail fiber protein [Shewanella phage Spp001]"", ""organism"": ""Shewanella phage Spp001"", ""taxonId"": 1445859, ""sequence_length"": 1190, ""create_date"": ""2014/03/04"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|589892517|ref|YP_009008887.1|"", ""host"": ""Shewanella putrefaciens"", ""old_name"": ""Shewanella putrefaciens bacteriophage Spp001""}",Shewanella putrefaciens,species,The metadata explicitly states 'host': 'Shewanella putrefaciens'.,,metadata,True,psychrophile,,"The majority of the evidence across the four papers focuses heavily on the performance and efficacy of the studied agents (phages, proteins) under **chilled storage conditions (4 °C)** and **refrigeration**. 

*   **Paper 24214837.txt:** Mentions 'Chilled storage conditions (4 °C)' and 'efficacy in extending the shelf life of fish fillets at this low temperature'.
*   **Paper 30594742.txt:** Tests inhibition at both '25 °C and 4 °C' and models 'spoilage in chilled fresh fish fillets'.
*   **Paper 29369685.txt:** Mentions 'activity was tested against 'chilled' bacteria' and 'functional efficacy under cold conditions'.
*   **Paper PMC13074001.1.txt:** Notes 'Stability at 4 °C' and 'superior cryostability at -18 °C'.

While one paper mentions an optimal growth temperature of 30 °C (which is mesophilic), the *context* and *primary focus* of the research across all papers is the preservation and activity maintenance in cold, refrigerated environments (4 °C, -18 °C). Organisms or processes optimized for function at low, cold temperatures are characteristic of psychrophiles. Therefore, the evidence strongly points towards psychrophilic relevance.",,True,data/accessions/YP_009008887/summary/summary.txt,data/accessions/YP_009008887/library/accession_lit,5,"['24214837.txt', '30594742.txt', '29369685.txt']",0,data/accessions/YP_009008887/library/host_lit,5,['PMC13074001.1.txt'],1,161.58,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 14.87, ""ClassifyHostMetadata"": 2.1, ""FilterRelevantLiterature"": 12.72, ""FilterRelevantHostLiterature"": 52.15, ""ClassifySummary"": 7.74}",False
YP_009008883,gemma4:e4b,Shewanella phage Spp001,"{""uid"": ""589892513"", ""accession"": ""YP_009008883"", ""title"": ""endolysin [Shewanella phage Spp001]"", ""organism"": ""Shewanella phage Spp001"", ""taxonId"": 1445859, ""sequence_length"": 122, ""create_date"": ""2014/03/04"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|589892513|ref|YP_009008883.1|"", ""host"": ""Shewanella putrefaciens"", ""old_name"": ""Shewanella putrefaciens bacteriophage Spp001""}",Shewanella putrefaciens,species,The metadata explicitly states 'host': 'Shewanella putrefaciens'.,,metadata,True,psychrophile,,"The majority of the studies focus on the inhibition and efficacy of the tested agents (bacteriophages, proteins) in 'chilled' or refrigerated food matrices, specifically fish fillets. Multiple papers explicitly mention testing or demonstrating activity at 4 °C (Paper 24214837.txt, Paper 30594742.txt). Furthermore, Paper 29369685.txt notes 'lytic activity against 'chilled' bacterial cultures, indicating functional efficacy under cold conditions.' While one paper (PMC13074001.1.txt) mentions an optimal growth temperature of 30 °C for the *bacteria*, the consistent theme across the other three papers is the successful application and demonstration of activity under low-temperature, refrigerated conditions (4 °C). This strong emphasis on cold survival and efficacy points towards psychrophilic relevance for the application context, even if the source organism itself isn't definitively classified as psychrophilic.",,True,data/accessions/YP_009008883/summary/summary.txt,data/accessions/YP_009008883/library/accession_lit,5,"['24214837.txt', '30594742.txt', '29369685.txt']",0,data/accessions/YP_009008883/library/host_lit,5,['PMC13074001.1.txt'],1,154.79999999999998,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 11.06, ""ClassifyHostMetadata"": 2.07, ""FilterRelevantLiterature"": 12.44, ""FilterRelevantHostLiterature"": 52.21, ""ClassifySummary"": 6.01}",False
